Sub	tsnr	fd_mean
sub-1001	-0.3760474956829731	0.0276041868811731
sub-1002	1.1155331341781756	-1.1479510929034011
sub-1003	-0.10888998559307678	0.10362604919205234
sub-1004	-0.07059868517258676	-0.47841913675204195
sub-1006	1.0322854415255969	-0.7437992501738553
sub-1007	0.4366778214192691	-0.7410680769413867
sub-1009	1.2552656824170052	0.034018038299982574
sub-1010	-0.47736505708340166	0.05339198995376527
sub-1011	-0.042900746766922966	0.49440742609097604
sub-1012	1.9735468479032992	-1.0709035309435593
sub-1013	1.7280611962579475	-1.3224810447386963
sub-1015	0.8212193621281398	0.21317343196639973
sub-1016	1.3665708427272736	-0.7603319863679463
sub-1019	-0.11604900159926174	-0.10661690290193597
sub-1021	0.18988296862102216	-0.20560846647842693
sub-1242	-0.0948496967357528	-1.042731513460634
sub-1243	-0.1366497837773165	2.9253986540002623
sub-1244	0.10037053105993583	1.0289874232680907
sub-1245	0.16076828256339906	-0.7585685426333658
sub-1247	-1.0698291379170184	1.0917987909007745
sub-1248	1.4912436358174315	-0.949120291305147
sub-1249	0.02186981688939853	0.8194865632627816
sub-1255	-0.10226346278972526	-0.16405501200941805
sub-1276	-0.7422102611166385	-0.11097795836831223
sub-1282	1.4236663287948501	-1.146403144990041
sub-1286	-1.2259831635135112	-0.31665912240742156
sub-1294	-1.0688879004603464	-0.2653825992268232
sub-1300	-1.6635817213619482	1.672387338137844
sub-1301	-0.2630309119026036	1.1876271371803917
sub-1302	-0.4895870638052119	-0.22792291709816137
sub-1303	-0.6122739136611548	-0.30361735818292085
sub-3101	-1.46509013011685	0.9806745376872079
sub-3116	0.7209123272331482	-0.17253236045929715
sub-3122	-0.8741579483937116	-0.07969351087701572
sub-3125	-1.4188762093401186	2.673870340797277
sub-3140	-0.446601587405183	0.8181485975843558
sub-3143	-0.4003745966392141	-0.7709726617367062
sub-3166	0.8144325811155875	-0.17503015252879223
sub-3167	0.8457091864113625	0.7377148017135402
sub-3170	1.6276264873661948	-1.4424648361800108
sub-3173	0.4281479916278842	-1.3642785233930006
sub-3175	-1.2980689592581518	1.2796933008961242
sub-3176	0.204592178649166	0.5120624789286712
sub-3189	0.43202922448663866	-0.7523500698647467
sub-3190	-0.8615831704315484	0.006221671765130598
sub-3199	1.1844307394495512	-0.44715257677743675
sub-3200	0.4426296383433293	-0.24903196568732233
sub-3206	-1.5692683164932595	1.7792933930358523
sub-3212	0.956478170149245	-1.9074129362709495
sub-3218	-1.6073669419089733	-0.25268448424052453
sub-3220	-2.171564568208379	1.0366358743566777
